title,price,link
No title,No price,No link
"ASUS ROG Strix G16, Gaming Laptop, 16 ""(40.64cm) FHD+ 165Hz, 13th Gen Intel Core i7-13650HX (16GB DDR5/1TB SSD/NVIDIA GeForce RTX 4070 /Windows 11/Office 2021/Eclipse Gray/2.50 Kg), G614JI-BG711WS","1,49,990",https://amazon.in//ASUS-40-64cm-i7-13650HX-GeForce-G614JI-BG711WS/dp/B0D25VFLCN/ref=sr_1_84?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.CTRNy6HGYtjG6iUkOuM_62EYU0pYItIM4dM7ezLxhs92eeQh6gFNkH2ygSch-5vEeEYA0OuLLlO2TVO9umg7esOmOm_hL8zTn-4E2e4_-adcuUfXDp4owskAe_FRJqiWthoOzg_ByEpfKMLD8z_EbDl586soZUOPqlGJN14LT9OuSe-5r9Asg2kfjktlcFoJb_2iWLiCJRFUxZb-pmP6B-83cYyCM5ZqWjAt7VrkzTE.3W1zxB3PikrgEm2ywDXt0FX9q832_ZTKiIzpdwr1oq4&dib_tag=se&keywords=laptop&qid=1738864579&sprefix=lapto%2Caps%2C278&sr=8-84
"Lenovo IdeaPad Slim 3 AMD Ryzen™ 5 7520U 14"" FHD (1920x1080) Anti-Glare Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/1Yr Warranty/Arctic Grey/1.37Kg), 82XN006TIN","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3OTg2NDY1MTc1Nzk3NzU6MTczODg2NDU3OTpzcF9idGY6MzAwNDcyNTg1NDc4NzMyOjowOjo&url=%2FLenovo-1920x1080-Anti-Glare-Warranty-82XN006TIN%2Fdp%2FB0DR9663P7%2Fref%3Dsr_1_85_sspa%3Fcrid%3D39AK7IU7KQ02T%26dib%3DeyJ2IjoiMSJ9.CTRNy6HGYtjG6iUkOuM_62EYU0pYItIM4dM7ezLxhs92eeQh6gFNkH2ygSch-5vEeEYA0OuLLlO2TVO9umg7esOmOm_hL8zTn-4E2e4_-adcuUfXDp4owskAe_FRJqiWthoOzg_ByEpfKMLD8z_EbDl586soZUOPqlGJN14LT9OuSe-5r9Asg2kfjktlcFoJb_2iWLiCJRFUxZb-pmP6B-83cYyCM5ZqWjAt7VrkzTE.3W1zxB3PikrgEm2ywDXt0FX9q832_ZTKiIzpdwr1oq4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1738864579%26sprefix%3Dlapto%252Caps%252C278%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Lenovo IdeaPad Slim 5 13th Gen Core i7-13700H (16GB RAM/512GB SSD/Intel Iris Xe Graphics/WUXGA IPS Display/16 (40.6cm)/Windows 11/MS Office 2021/Backlit Keyboard/Grey/1.89Kg), 82XF003HIN Laptop","78,190",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3MDIzNTU5MjUxMTY4ODE1OjE3Mzg4NjQ1ODE6c3BfYXRmX25leHQ6MzAwNDcyNTgxMzY4OTMyOjowOjo&url=%2FLenovo-i7-13700H-Graphics-Keyboard-82XF003HIN%2Fdp%2FB0DRP19KS4%2Fref%3Dsr_1_81_sspa%3Fcrid%3D39AK7IU7KQ02T%26dib%3DeyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1738864581%26sprefix%3Dlapto%252Caps%252C278%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Lenovo IdeaPad Slim 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1 Year Warranty + 1 Year ADP/Cloud Grey/1.6Kg), 82R400EFIN","41,149",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3MDIzNTU5MjUxMTY4ODE1OjE3Mzg4NjQ1ODE6c3BfYXRmX25leHQ6MzAwNDcyNTkwNDExNTMyOjowOjo&url=%2FLenovo-IdeaPad-Windows-Warranty-82R400EFIN%2Fdp%2FB0CYPX4D1T%2Fref%3Dsr_1_82_sspa%3Fcrid%3D39AK7IU7KQ02T%26dib%3DeyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1738864581%26sprefix%3Dlapto%252Caps%252C278%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","30,950",https://amazon.in//Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CKLN7PSZ/ref=sr_1_83?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-83
"HP 15, 13th Gen Intel Core i5-1334U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Iris Xe Graphics, FHD Camera, Backlit KB, fd0316TU/fd0315TU","55,490",https://amazon.in//HP-i5-1334U-Anti-glare-15-6-inch-Graphics/dp/B0D4LWYWF9/ref=sr_1_9?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.Kq6xvSBkUHQcGOUtNjakx1stJc-FOxGMg_wDgGo2ewBDBQ1HhdYCpV7v5SGuPSQhO6ug3iGtdVXt7X32AoXuFa6DpNshpDTbCuxgWhasfAaDUj9JpqGa5_ExN-WVJ6oNYUQPTlYr8OUoWP1x9fYR1hVggGfTPxiT0yGCvr-Vb7istPzUaLwbK8giEcx1lgB200o42imjmE8e2jYslImYfmTUY3_5w-ab7_Fj0_bpnSM.dOfoWp0GjS46Y5ak8sRxXcSPyX42AOrucuUqoJ7vdfE&dib_tag=se&keywords=laptop&qid=1738864569&sprefix=lapto%2Caps%2C278&sr=8-9
"Dell Inspiron 5430 Laptop, Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/ 14.0"" (35.56cm) FHD+ Comfort View/Backlit KB/Windows 11+MSO'21/15 Month McAfee/Platinum Silver, Thunderbolt 4.0 Port,1.59kg","51,890",https://amazon.in//Dell-Inspiron-i5-1335U-Processor-Thunderbolt/dp/B0C2HVSHX6/ref=sr_1_84?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-84
"HP Chromebook (2024) MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook (11.6 Inch, Black, 1.34 Kg)","12,990",https://amazon.in//HP-Chromebook-MediaTek-MT8183-Storage/dp/B0DBLRLL9B/ref=sr_1_85?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-85
"HP Victus, 13th Gen Intel Core i5-13420H, NVIDIA RTX 2050, 16GB DDR4, 1TB SSD (Win11, Office21, Silver, 2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Flicker-free Gaming Laptop, Enhanced Cooling, fa1307tx","69,579",https://amazon.in//HP-i5-13420H-15-6-inch-Speakers-fa1307TX/dp/B0D2LG3DRJ/ref=sr_1_86?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-86
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB AMD Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O, 9ms Response time (Blue, 2.37 kg), fb0134AX","52,980",https://amazon.in//HP-Graphics-15-6-inch-Response-fb0134AX/dp/B0C33T94YB/ref=sr_1_87?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-87
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Black/1.63 kg), E1504FA-LK542WS","50,990",https://amazon.in//ASUS-Vivobook-Windows-Backlit-E1504FA-LK542WS/dp/B0BTWCN881/ref=sr_1_88?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-88
"ASUS Vivobook 15, Intel Core i3-1215U, 15.6"" FHD 16:9 60Hz 250nits, (8GB RAM/512GB SSD/Intel UHD Graphics/Win 11 Home/Office 2021/Backlit/42WHr Battery/Cool Silver/1.7 Kg), X1504ZA-NJ320WS","35,990",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_89?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-89
"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 8‑core GPU, 16GB Unified Memory, 256GB) - Midnight","1,09,990",https://amazon.in//Apple-MacBook-13-inch-8%E2%80%91core-Unified/dp/B0DLHYCZMV/ref=sr_1_90?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-90
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15.6"" (39.62cm) FHDIPS300 Nits Thin&Light Laptop (16GB/512GB SSD/Intel UHDGraphics/Win11/Office Home 2024/1YrADP Free/ARCTIC-Grey/1.6Kg), 83EM00GTIN","64,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3MDIzNTU5MjUxMTY4ODE1OjE3Mzg4NjQ1ODE6c3BfbXRmOjMwMDQ0OTQ0Njk3MDAzMjo6MDo6&url=%2FLenovo-i7-13620H-UHDGraphics-ARCTIC-Grey-83EM00GTIN%2Fdp%2FB0DL5N2TFC%2Fref%3Dsr_1_91_sspa%3Fcrid%3D39AK7IU7KQ02T%26dib%3DeyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1738864581%26sprefix%3Dlapto%252Caps%252C278%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","40,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3MDIzNTU5MjUxMTY4ODE1OjE3Mzg4NjQ1ODE6c3BfbXRmOjMwMDEwNzY0ODY4NjAzMjo6MDo6&url=%2FLenovo-IdeaPad-Laptop-Windows-82R400ERIN%2Fdp%2FB0CP2KRYLM%2Fref%3Dsr_1_92_sspa%3Fcrid%3D39AK7IU7KQ02T%26dib%3DeyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1738864581%26sprefix%3Dlapto%252Caps%252C278%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Cable World® Educational Laptop Computer Toy for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool",739,https://amazon.in//Cable-Tricycle-Dancing-Battery-Operated/dp/B08BJC3HXK/ref=sr_1_93?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-93
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","23,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_10?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.Kq6xvSBkUHQcGOUtNjakx1stJc-FOxGMg_wDgGo2ewBDBQ1HhdYCpV7v5SGuPSQhO6ug3iGtdVXt7X32AoXuFa6DpNshpDTbCuxgWhasfAaDUj9JpqGa5_ExN-WVJ6oNYUQPTlYr8OUoWP1x9fYR1hVggGfTPxiT0yGCvr-Vb7istPzUaLwbK8giEcx1lgB200o42imjmE8e2jYslImYfmTUY3_5w-ab7_Fj0_bpnSM.dOfoWp0GjS46Y5ak8sRxXcSPyX42AOrucuUqoJ7vdfE&dib_tag=se&keywords=laptop&qid=1738864569&sprefix=lapto%2Caps%2C278&sr=8-10
"Lenovo Tab Plus with Octa JBL Hi-Fi Speakers| 8 GB RAM, 256 GB ROM| 11.5 Inch, 2K, 90 Hz Refresh| Wi-Fi Tablet| Android 14| 45 W Fast Charger| Built-in Kickstand| Color: Luna Grey","22,999",https://amazon.in//Lenovo-Speakers-Refresh-Android-Kickstand/dp/B0D6G4SKGK/ref=sr_1_94?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-94
"MSI CreatorPro X17 HX, Intel 13th Gen. i9-13980HX,44CM UHD 144Hz Mini LED Creator Laptop (64GB/4TB NVMe SSD/Windows 11 Pro/NVIDIA RTX™ 3500 Ada, GDDR6 12GB/Core Black/3.3Kg), A13VKS-249IN","5,00,490",https://amazon.in//MSI-CreatorPro-i9-13980HX-Creator-A13VKS-249IN/dp/B0CD7GZD42/ref=sr_1_95?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-95
STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),249,https://amazon.in//STRIFF-Adjustable-Patented-Ventilated-Compatible/dp/B07XCM6T4N/ref=sr_1_96?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-96
"Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,Flipped 360 Degree, Windows 11,Intel Core i3-1215U 12th gen, 46.2Wh, 12 GB RAM LPDDR4 512 GB SSD Expandable Upto 1 TB, Backlit Keyboard","37,990",https://amazon.in//Chuwi-FreeBook-Touchscreen-i3-1215U-Expandable/dp/B0B1M6XJBJ/ref=sr_1_97?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-97
"Cable World® Educational Laptop Computer Toy for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool",759,https://amazon.in//Cable-Educational-Laptop-Computer-Kids/dp/B0DNN7YJXC/ref=sr_1_98?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-98
"DYAZO 15"" to 15.6 Inch Laptop Sleeve/Cover with Handle & Two Front Accessories Pockets Compatible for Apple, Dell, Lenovo, Asus, Hp, Samsung, Mi, MacBook and Other Notbooks (Grey)",299,https://amazon.in//Accessories-Pockets-Compatible-Samsung-Notbooks/dp/B0BRJ7QX33/ref=sr_1_99?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-99
"Gooyo 2011A Battery Operated Educational Learning Laptop Toy with LED Display and Music Effect | Babies/Girls/Boys/Toddlers | Pink Color, Power Source: 3xAA Battery (Not Included)",363,https://amazon.in//Gooyo-Operated-Educational-Toddlers-2011A/dp/B0BF585KKH/ref=sr_1_100?crid=39AK7IU7KQ02T&dib=eyJ2IjoiMSJ9.w_pHJfGrTL0uNRVbsK1sU8g4fZzdI0WyvXPb4YPJPxVGCULENNdiDgm2eJjdwnpHekrIJP-CXVO7KED4uGfyPyRYWbwJ-aIX1QcMPCAm10GJv81hVmZhDZVgUj4eMIGYfUVnmFoZMeanxOoYbTkc06K_HfbhgiWJHTW5g-mk3BdJyKT3Jx251-an9cQssDozarEqxA_5STNbViKOd3D9bVysxidNdrlvhT_MYKs7Alk.57jU41_7aHKdgmVw2Divof5Fthl5BfGZYW7igNRxI2g&dib_tag=se&keywords=laptop&qid=1738864581&sprefix=lapto%2Caps%2C278&sr=8-100
